name,description,url,downloads,owners,owners_urls
botocore,"Low-level, data-driven core of boto 3.",https://pypi.org/project/botocore/,186643843,"aws,garnaat","https://pypi.org/user/aws/,https://pypi.org/user/garnaat/"
requests,Python HTTP for Humans.,https://pypi.org/project/requests/,120659715,"graffatcolmingov,Lukasa,nateprewitt","https://pypi.org/user/graffatcolmingov/,https://pypi.org/user/Lukasa/,https://pypi.org/user/nateprewitt/"
python-dateutil,Extensions to the standard Python datetime module,https://pypi.org/project/python-dateutil/,126951320,"dateutilbot,jarondl,pganssle,tpievila","https://pypi.org/user/dateutilbot/,https://pypi.org/user/jarondl/,https://pypi.org/user/pganssle/,https://pypi.org/user/tpievila/"
s3transfer,An Amazon S3 Transfer Manager,https://pypi.org/project/s3transfer/,149473835,aws,https://pypi.org/user/aws/
awscli,Universal Command Line Environment for AWS.,https://pypi.org/project/awscli/,124220141,"aws,garnaat","https://pypi.org/user/aws/,https://pypi.org/user/garnaat/"
setuptools,"Easily download, build, install, upgrade, and uninstall Python packages",https://pypi.org/project/setuptools/,143313852,"dstufft,ianb,Ivoz,jaraco,jezdez,pje","https://pypi.org/user/dstufft/,https://pypi.org/user/ianb/,https://pypi.org/user/Ivoz/,https://pypi.org/user/jaraco/,https://pypi.org/user/jezdez/,https://pypi.org/user/pje/"
boto3,The AWS SDK for Python,https://pypi.org/project/boto3/,145981815,aws,https://pypi.org/user/aws/
six,Python 2 and 3 compatibility utilities,https://pypi.org/project/six/,141975867,gutworth,https://pypi.org/user/gutworth/
urllib3,"HTTP library with thread-safe connection pooling, file post, and more.",https://pypi.org/project/urllib3/,166258138,"SethMichaelLarson,shazow,urllib3","https://pypi.org/user/SethMichaelLarson/,https://pypi.org/user/shazow/,https://pypi.org/user/urllib3/"
idna,Internationalized Domain Names in Applications (IDNA),https://pypi.org/project/idna/,108144762,kjd,https://pypi.org/user/kjd/
certifi,Python package for providing Mozilla's CA Bundle.,https://pypi.org/project/certifi/,106932801,"alexgaynor,Lukasa","https://pypi.org/user/alexgaynor/,https://pypi.org/user/Lukasa/"
colorama,Cross-platform colored terminal text.,https://pypi.org/project/colorama/,92901197,"tartley,wiggin15","https://pypi.org/user/tartley/,https://pypi.org/user/wiggin15/"
wheel,A built-package format for Python,https://pypi.org/project/wheel/,86591894,"agronholm,joeforker,natefoo","https://pypi.org/user/agronholm/,https://pypi.org/user/joeforker/,https://pypi.org/user/natefoo/"
pyasn1,ASN.1 types and codecs,https://pypi.org/project/pyasn1/,86504336,"etingof,ilya","https://pypi.org/user/etingof/,https://pypi.org/user/ilya/"
rsa,Pure-Python RSA implementation,https://pypi.org/project/rsa/,85014065,sybrenstuvel,https://pypi.org/user/sybrenstuvel/
jmespath,JSON Matching Expressions,https://pypi.org/project/jmespath/,83975719,"aws,jamesls","https://pypi.org/user/aws/,https://pypi.org/user/jamesls/"
typing-extensions,Backported and Experimental Type Hints for Python 3.5+,https://pypi.org/project/typing-extensions/,78542186,"guido,hauntsaninja,ilevkivskyi,JelleZijlstra,jukkal,srittau","https://pypi.org/user/guido/,https://pypi.org/user/hauntsaninja/,https://pypi.org/user/ilevkivskyi/,https://pypi.org/user/JelleZijlstra/,https://pypi.org/user/jukkal/,https://pypi.org/user/srittau/"
pip,The PyPA recommended tool for installing Python packages.,https://pypi.org/project/pip/,78291222,"acsbidoul,dstufft,pf_moore,pradyunsg,uranusjr,xafer","https://pypi.org/user/acsbidoul/,https://pypi.org/user/dstufft/,https://pypi.org/user/pf_moore/,https://pypi.org/user/pradyunsg/,https://pypi.org/user/uranusjr/,https://pypi.org/user/xafer/"
cffi,Foreign Function Interface for Python calling C code.,https://pypi.org/project/cffi/,70954332,"alexgaynor,Armin.Rigo,fijal,glyph,mattclay,nitzmahone,odidev,reaperhulk","https://pypi.org/user/alexgaynor/,https://pypi.org/user/Armin.Rigo/,https://pypi.org/user/fijal/,https://pypi.org/user/glyph/,https://pypi.org/user/mattclay/,https://pypi.org/user/nitzmahone/,https://pypi.org/user/odidev/,https://pypi.org/user/reaperhulk/"
pandas,"Powerful data structures for data analysis, time series, and statistics",https://pypi.org/project/pandas/,82132653,"jbrockmendel,jorisvandenbossche,jreback,jreback1,simonjayhawkins,tomaugspurger,wesm,willayd","https://pypi.org/user/jbrockmendel/,https://pypi.org/user/jorisvandenbossche/,https://pypi.org/user/jreback/,https://pypi.org/user/jreback1/,https://pypi.org/user/simonjayhawkins/,https://pypi.org/user/tomaugspurger/,https://pypi.org/user/wesm/,https://pypi.org/user/willayd/"
packaging,Core utilities for Python packages,https://pypi.org/project/packaging/,70926280,"brettcannon,dstufft,pf_moore,pradyunsg","https://pypi.org/user/brettcannon/,https://pypi.org/user/dstufft/,https://pypi.org/user/pf_moore/,https://pypi.org/user/pradyunsg/"
charset-normalizer,"The Real First Universal Charset Detector. Open, modern and actively maintained alternative to Chardet.",https://pypi.org/project/charset-normalizer/,69527329,Ousret,https://pypi.org/user/Ousret/
importlib-metadata,Read metadata from Python packages,https://pypi.org/project/importlib-metadata/,68469758,"barry,brettcannon,jaraco","https://pypi.org/user/barry/,https://pypi.org/user/brettcannon/,https://pypi.org/user/jaraco/"
numpy,NumPy is the fundamental package for array computing with Python.,https://pypi.org/project/numpy/,79767037,"ahaldane,charlesr.harris,matthew.brett,mattip,rgommers,teoliphant","https://pypi.org/user/ahaldane/,https://pypi.org/user/charlesr.harris/,https://pypi.org/user/matthew.brett/,https://pypi.org/user/mattip/,https://pypi.org/user/rgommers/,https://pypi.org/user/teoliphant/"
PyYAML,YAML parser and emitter for Python,https://pypi.org/project/PyYAML/,109350695,"ingy,nitzmahone,tinita","https://pypi.org/user/ingy/,https://pypi.org/user/nitzmahone/,https://pypi.org/user/tinita/"
protobuf,Protocol Buffers,https://pypi.org/project/protobuf/,63460618,"acozzette,dlj,jhaberman,jieluo,protobuf-packages,teboring,xfxyjwf","https://pypi.org/user/acozzette/,https://pypi.org/user/dlj/,https://pypi.org/user/jhaberman/,https://pypi.org/user/jieluo/,https://pypi.org/user/protobuf-packages/,https://pypi.org/user/teboring/,https://pypi.org/user/xfxyjwf/"
pyparsing,Python parsing module,https://pypi.org/project/pyparsing/,63057851,ptmcg,https://pypi.org/user/ptmcg/
click,Composable command line interface toolkit,https://pypi.org/project/click/,62977583,"alei,davidism,ThiefMaster","https://pypi.org/user/alei/,https://pypi.org/user/davidism/,https://pypi.org/user/ThiefMaster/"
zipp,Backport of pathlib-compatible object wrapper for zip files,https://pypi.org/project/zipp/,61143265,jaraco,https://pypi.org/user/jaraco/
pytz,"World timezone definitions, modern and historical",https://pypi.org/project/pytz/,58570412,stub,https://pypi.org/user/stub/
docutils,Docutils -- Python Documentation Utilities,https://pypi.org/project/docutils/,55524475,"felixwiemann,goodger,grubert","https://pypi.org/user/felixwiemann/,https://pypi.org/user/goodger/,https://pypi.org/user/grubert/"
attrs,Classes Without Boilerplate,https://pypi.org/project/attrs/,57166644,hynek,https://pypi.org/user/hynek/
pycparser,C parser in Python,https://pypi.org/project/pycparser/,55328966,eliben,https://pypi.org/user/eliben/
MarkupSafe,Safely add untrusted strings to HTML/XML markup.,https://pypi.org/project/MarkupSafe/,61384277,"davidism,ThiefMaster","https://pypi.org/user/davidism/,https://pypi.org/user/ThiefMaster/"
Jinja2,A very fast and expressive template engine.,https://pypi.org/project/Jinja2/,60234806,"davidism,ThiefMaster","https://pypi.org/user/davidism/,https://pypi.org/user/ThiefMaster/"
cryptography,cryptography is a package which provides cryptographic recipes and primitives to Python developers.,https://pypi.org/project/cryptography/,54027546,"alexgaynor,dstufft,reaperhulk","https://pypi.org/user/alexgaynor/,https://pypi.org/user/dstufft/,https://pypi.org/user/reaperhulk/"
google-api-core,Google API client core library,https://pypi.org/project/google-api-core/,52706734,"gcloudpypi,google_opensource","https://pypi.org/user/gcloudpypi/,https://pypi.org/user/google_opensource/"
oauthlib,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic",https://pypi.org/project/oauthlib/,50251216,"dgouldin,ib.lundgren,idangazit,JonathanHuot,skion,the_drow","https://pypi.org/user/dgouldin/,https://pypi.org/user/ib.lundgren/,https://pypi.org/user/idangazit/,https://pypi.org/user/JonathanHuot/,https://pypi.org/user/skion/,https://pypi.org/user/the_drow/"
requests-oauthlib,OAuthlib authentication support for Requests.,https://pypi.org/project/requests-oauthlib/,47525593,"graffatcolmingov,kennethreitz,Lukasa,singingwolfboy,tuxtimo","https://pypi.org/user/graffatcolmingov/,https://pypi.org/user/kennethreitz/,https://pypi.org/user/Lukasa/,https://pypi.org/user/singingwolfboy/,https://pypi.org/user/tuxtimo/"
chardet,Universal encoding detector for Python 2 and 3,https://pypi.org/project/chardet/,49144537,"ajung,Daniel.Blanchard,erikrose,graffatcolmingov,MarkPilgrim","https://pypi.org/user/ajung/,https://pypi.org/user/Daniel.Blanchard/,https://pypi.org/user/erikrose/,https://pypi.org/user/graffatcolmingov/,https://pypi.org/user/MarkPilgrim/"
PyJWT,JSON Web Token implementation in Python,https://pypi.org/project/PyJWT/,50908774,jpadilla,https://pypi.org/user/jpadilla/
google-auth,Google Authentication Library,https://pypi.org/project/google-auth/,45436362,"gcloudpypi,google_opensource,theacodes","https://pypi.org/user/gcloudpypi/,https://pypi.org/user/google_opensource/,https://pypi.org/user/theacodes/"
cachetools,Extensible memoizing collections and decorators,https://pypi.org/project/cachetools/,42075308,tkem,https://pypi.org/user/tkem/
websocket-client,WebSocket client for Python with low level API options,https://pypi.org/project/websocket-client/,36472292,"engin33r,liris,ukwksk","https://pypi.org/user/engin33r/,https://pypi.org/user/liris/,https://pypi.org/user/ukwksk/"
pyasn1-modules,A collection of ASN.1-based protocols modules.,https://pypi.org/project/pyasn1-modules/,39406262,"etingof,ilya","https://pypi.org/user/etingof/,https://pypi.org/user/ilya/"
google-cloud-core,Google Cloud API client core library,https://pypi.org/project/google-cloud-core/,37726639,"gcloudpypi,google_opensource","https://pypi.org/user/gcloudpypi/,https://pypi.org/user/google_opensource/"
decorator,Decorators for Humans,https://pypi.org/project/decorator/,34866520,micheles,https://pypi.org/user/micheles/
SQLAlchemy,Database Abstraction Library,https://pypi.org/project/SQLAlchemy/,37700033,"CaselIT,pjenvey,zzzeek","https://pypi.org/user/CaselIT/,https://pypi.org/user/pjenvey/,https://pypi.org/user/zzzeek/"
toml,"Python Library for Tom's Obvious, Minimal Language",https://pypi.org/project/toml/,34783288,uiri,https://pypi.org/user/uiri/
Werkzeug,The comprehensive WSGI web application library.,https://pypi.org/project/Werkzeug/,34600489,"davidism,pgjones,ThiefMaster","https://pypi.org/user/davidism/,https://pypi.org/user/pgjones/,https://pypi.org/user/ThiefMaster/"
azure-core,Microsoft Azure Core Library for Python,https://pypi.org/project/azure-core/,33308171,"azure-sdk,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/microsoft/"
psutil,Cross-platform lib for process and system monitoring in Python.,https://pypi.org/project/psutil/,32643942,"billiejoex,giampaolo.rodola","https://pypi.org/user/billiejoex/,https://pypi.org/user/giampaolo.rodola/"
Flask,A simple framework for building complex web applications.,https://pypi.org/project/Flask/,33723548,"davidism,ThiefMaster","https://pypi.org/user/davidism/,https://pypi.org/user/ThiefMaster/"
isodate,An ISO 8601 date/time/duration parser and formatter,https://pypi.org/project/isodate/,32616623,gweis,https://pypi.org/user/gweis/
jsonschema,An implementation of JSON Schema validation for Python,https://pypi.org/project/jsonschema/,30503650,Julian,https://pypi.org/user/Julian/
itsdangerous,Safely pass data to untrusted environments and back.,https://pypi.org/project/itsdangerous/,31267871,"davidism,ThiefMaster","https://pypi.org/user/davidism/,https://pypi.org/user/ThiefMaster/"
wrapt,"Module for decorators, wrappers and monkey patching.",https://pypi.org/project/wrapt/,32136019,Graham.Dumpleton,https://pypi.org/user/Graham.Dumpleton/
docker,A Python library for the Docker Engine API.,https://pypi.org/project/docker/,31950584,"aiordache,ccrone,dev-tooling-team,docker,rumpl,ulyssessouza","https://pypi.org/user/aiordache/,https://pypi.org/user/ccrone/,https://pypi.org/user/dev-tooling-team/,https://pypi.org/user/docker/,https://pypi.org/user/rumpl/,https://pypi.org/user/ulyssessouza/"
azure-storage-blob,Microsoft Azure Blob Storage Client Library for Python,https://pypi.org/project/azure-storage-blob/,31119498,"azure-sdk,microsoft,xclientdev","https://pypi.org/user/azure-sdk/,https://pypi.org/user/microsoft/,https://pypi.org/user/xclientdev/"
pyarrow,Python library for Apache Arrow,https://pypi.org/project/pyarrow/,31112888,"Charles.Cloud,cutlerb,jorgecarleitao,kou,kszucs,wesm,xhochy","https://pypi.org/user/Charles.Cloud/,https://pypi.org/user/cutlerb/,https://pypi.org/user/jorgecarleitao/,https://pypi.org/user/kou/,https://pypi.org/user/kszucs/,https://pypi.org/user/wesm/,https://pypi.org/user/xhochy/"
multidict,multidict implementation,https://pypi.org/project/multidict/,30789237,"aio-libs-bot,Andrew.Svetlov,webknjaz","https://pypi.org/user/aio-libs-bot/,https://pypi.org/user/Andrew.Svetlov/,https://pypi.org/user/webknjaz/"
googleapis-common-protos,Common protobufs used in Google APIs,https://pypi.org/project/googleapis-common-protos/,30410460,"gcloudpypi,googleapis-packages,google_opensource,lukesneeringer","https://pypi.org/user/gcloudpypi/,https://pypi.org/user/googleapis-packages/,https://pypi.org/user/google_opensource/,https://pypi.org/user/lukesneeringer/"
aiohttp,Async http client/server framework (asyncio),https://pypi.org/project/aiohttp/,30233366,"aio-libs-bot,Andrew.Svetlov,fafhrd","https://pypi.org/user/aio-libs-bot/,https://pypi.org/user/Andrew.Svetlov/,https://pypi.org/user/fafhrd/"
py,"library with cross-python path, ini-parsing, io, code, log facilities",https://pypi.org/project/py/,30143628,"anatoly,flub,hpk,nicoddemus,pfctdayelise,ronny,The_Compiler","https://pypi.org/user/anatoly/,https://pypi.org/user/flub/,https://pypi.org/user/hpk/,https://pypi.org/user/nicoddemus/,https://pypi.org/user/pfctdayelise/,https://pypi.org/user/ronny/,https://pypi.org/user/The_Compiler/"
yarl,Yet another URL library,https://pypi.org/project/yarl/,30092192,"aio-libs-bot,Andrew.Svetlov,webknjaz","https://pypi.org/user/aio-libs-bot/,https://pypi.org/user/Andrew.Svetlov/,https://pypi.org/user/webknjaz/"
pyrsistent,Persistent/Functional/Immutable data structures,https://pypi.org/project/pyrsistent/,30020489,tobgu,https://pypi.org/user/tobgu/
greenlet,Lightweight in-process concurrent programming,https://pypi.org/project/greenlet/,29890973,"ambroff,bob,denik,fzzzy,jamadden,JaredKuolt,schmir,snaury,whichlinden","https://pypi.org/user/ambroff/,https://pypi.org/user/bob/,https://pypi.org/user/denik/,https://pypi.org/user/fzzzy/,https://pypi.org/user/jamadden/,https://pypi.org/user/JaredKuolt/,https://pypi.org/user/schmir/,https://pypi.org/user/snaury/,https://pypi.org/user/whichlinden/"
google-cloud-storage,Google Cloud Storage API client library,https://pypi.org/project/google-cloud-storage/,31732691,"gcloudpypi,google_opensource","https://pypi.org/user/gcloudpypi/,https://pypi.org/user/google_opensource/"
msrest,AutoRest swagger generator Python client runtime.,https://pypi.org/project/msrest/,29671844,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
pytest,pytest: simple powerful testing with Python,https://pypi.org/project/pytest/,29196051,"anatoly,flub,hpk,nicoddemus,pfctdayelise,ronny,The_Compiler","https://pypi.org/user/anatoly/,https://pypi.org/user/flub/,https://pypi.org/user/hpk/,https://pypi.org/user/nicoddemus/,https://pypi.org/user/pfctdayelise/,https://pypi.org/user/ronny/,https://pypi.org/user/The_Compiler/"
Pillow,Python Imaging Library (Fork),https://pypi.org/project/Pillow/,29684214,"aclark,hugovk,radarhere,wiredfool","https://pypi.org/user/aclark/,https://pypi.org/user/hugovk/,https://pypi.org/user/radarhere/,https://pypi.org/user/wiredfool/"
async-timeout,Timeout context manager for asyncio programs,https://pypi.org/project/async-timeout/,29131062,"aio-libs-bot,Andrew.Svetlov","https://pypi.org/user/aio-libs-bot/,https://pypi.org/user/Andrew.Svetlov/"
tabulate,Pretty-print tabular data,https://pypi.org/project/tabulate/,28444211,Sergey,https://pypi.org/user/Sergey/
scipy,SciPy: Scientific Library for Python,https://pypi.org/project/scipy/,28397135,"ev-br,matthew.brett,pv,rgommers,rkern,teoliphant,treddy","https://pypi.org/user/ev-br/,https://pypi.org/user/matthew.brett/,https://pypi.org/user/pv/,https://pypi.org/user/rgommers/,https://pypi.org/user/rkern/,https://pypi.org/user/teoliphant/,https://pypi.org/user/treddy/"
grpcio,HTTP/2-based RPC framework,https://pypi.org/project/grpcio/,28158805,"google_opensource,grpc-packages","https://pypi.org/user/google_opensource/,https://pypi.org/user/grpc-packages/"
azure-common,Microsoft Azure Client Library for Python (Common),https://pypi.org/project/azure-common/,27571993,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
matplotlib,Python plotting package,https://pypi.org/project/matplotlib/,27414202,"ivanov,matthew.brett,mdboom2,QuLogic,Thomas.Caswell","https://pypi.org/user/ivanov/,https://pypi.org/user/matthew.brett/,https://pypi.org/user/mdboom2/,https://pypi.org/user/QuLogic/,https://pypi.org/user/Thomas.Caswell/"
pluggy,plugin and hook calling mechanisms for python,https://pypi.org/project/pluggy/,27156291,"flub,goodboy,hpk,nicoddemus,ronny,The_Compiler","https://pypi.org/user/flub/,https://pypi.org/user/goodboy/,https://pypi.org/user/hpk/,https://pypi.org/user/nicoddemus/,https://pypi.org/user/ronny/,https://pypi.org/user/The_Compiler/"
future,Clean single-source support for Python 3 and 2,https://pypi.org/project/future/,26723531,"edschofield,jmadler,om_henners,sfdye","https://pypi.org/user/edschofield/,https://pypi.org/user/jmadler/,https://pypi.org/user/om_henners/,https://pypi.org/user/sfdye/"
google-api-python-client,Google API Client Library for Python,https://pypi.org/project/google-api-python-client/,26300765,"gcloudpypi,google_opensource,jonparrott,Nathaniel.Manista,tmatsuo","https://pypi.org/user/gcloudpypi/,https://pypi.org/user/google_opensource/,https://pypi.org/user/jonparrott/,https://pypi.org/user/Nathaniel.Manista/,https://pypi.org/user/tmatsuo/"
filelock,A platform independent file lock.,https://pypi.org/project/filelock/,26303166,"benediktschmitt,gaborbernat","https://pypi.org/user/benediktschmitt/,https://pypi.org/user/gaborbernat/"
tqdm,"Fast, Extensible Progress Meter",https://pypi.org/project/tqdm/,25020125,"casper.dcl,tqdm","https://pypi.org/user/casper.dcl/,https://pypi.org/user/tqdm/"
fsspec,File-system specification,https://pypi.org/project/fsspec/,24759185,"mdurant,tomaugspurger","https://pypi.org/user/mdurant/,https://pypi.org/user/tomaugspurger/"
prometheus-client,Python client for the Prometheus monitoring system.,https://pypi.org/project/prometheus-client/,24733956,"beorn7,csmarchbanks","https://pypi.org/user/beorn7/,https://pypi.org/user/csmarchbanks/"
Pygments,Pygments is a syntax highlighting package written in Python.,https://pypi.org/project/Pygments/,26666188,"Anteru,gbrandl,mitsuhiko","https://pypi.org/user/Anteru/,https://pypi.org/user/gbrandl/,https://pypi.org/user/mitsuhiko/"
gunicorn,WSGI HTTP Server for UNIX,https://pypi.org/project/gunicorn/,24577250,"benoitc,tilgovi","https://pypi.org/user/benoitc/,https://pypi.org/user/tilgovi/"
asn1crypto,"Fast ASN.1 parser and serializer with definitions for private keys, public keys, certificates, CRL, OCSP, CMS, PKCS#3, PKCS#7, PKCS#8, PKCS#12, PKCS#5, X.509 and TSP",https://pypi.org/project/asn1crypto/,24624245,wbond,https://pypi.org/user/wbond/
joblib,Lightweight pipelining with Python functions,https://pypi.org/project/joblib/,26059454,"GaelVaroquaux,lesteve,ogrisel,tommoral","https://pypi.org/user/GaelVaroquaux/,https://pypi.org/user/lesteve/,https://pypi.org/user/ogrisel/,https://pypi.org/user/tommoral/"
kiwisolver,A fast implementation of the Cassowary constraint solver,https://pypi.org/project/kiwisolver/,24368586,"mdartiailh,sccolbert","https://pypi.org/user/mdartiailh/,https://pypi.org/user/sccolbert/"
mypy-extensions,Experimental type system extensions for programs checked with the mypy typechecker.,https://pypi.org/project/mypy-extensions/,24224219,"guido,ilevkivskyi,jukkal,msullivan","https://pypi.org/user/guido/,https://pypi.org/user/ilevkivskyi/,https://pypi.org/user/jukkal/,https://pypi.org/user/msullivan/"
google-resumable-media,Utilities for Google Media Downloads and Resumable Uploads,https://pypi.org/project/google-resumable-media/,24102120,"gcloudpypi,google_opensource","https://pypi.org/user/gcloudpypi/,https://pypi.org/user/google_opensource/"
GitPython,GitPython is a python library used to interact with Git repositories,https://pypi.org/project/GitPython/,24482407,"ByronBates,mtrier,nvie,Sebastian.Thiel,yarikoptic","https://pypi.org/user/ByronBates/,https://pypi.org/user/mtrier/,https://pypi.org/user/nvie/,https://pypi.org/user/Sebastian.Thiel/,https://pypi.org/user/yarikoptic/"
gitdb,Git Object Database,https://pypi.org/project/gitdb/,22956874,"ByronBates,Harmon758,Sebastian.Thiel","https://pypi.org/user/ByronBates/,https://pypi.org/user/Harmon758/,https://pypi.org/user/Sebastian.Thiel/"
smmap,A pure Python implementation of a sliding window memory map manager,https://pypi.org/project/smmap/,23563255,"ByronBates,Harmon758,Sebastian.Thiel","https://pypi.org/user/ByronBates/,https://pypi.org/user/Harmon758/,https://pypi.org/user/Sebastian.Thiel/"
uritemplate,Implementation of RFC 6570 URI Templates,https://pypi.org/project/uritemplate/,22905424,"brettcannon,graffatcolmingov,jcgregorio,mnot","https://pypi.org/user/brettcannon/,https://pypi.org/user/graffatcolmingov/,https://pypi.org/user/jcgregorio/,https://pypi.org/user/mnot/"
sqlparse,A non-validating SQL parser.,https://pypi.org/project/sqlparse/,22838439,aalbrecht,https://pypi.org/user/aalbrecht/
tenacity,Retry code until it succeeds,https://pypi.org/project/tenacity/,22796313,jd,https://pypi.org/user/jd/
webencodings,Character encoding aliases for legacy web content,https://pypi.org/project/webencodings/,22725836,"gsnedders,SimonSapin","https://pypi.org/user/gsnedders/,https://pypi.org/user/SimonSapin/"
futures,Backport of the concurrent.futures package from Python 3,https://pypi.org/project/futures/,22725478,"agronholm,bquinlan","https://pypi.org/user/agronholm/,https://pypi.org/user/bquinlan/"
cloudpickle,Extended pickling support for Python objects,https://pypi.org/project/cloudpickle/,22380374,"antoine,holdenk,hyukjinkwon,Kyle.Kelley,llllllllll,mrocklin,ogrisel,pierreglaser,ssanderson","https://pypi.org/user/antoine/,https://pypi.org/user/holdenk/,https://pypi.org/user/hyukjinkwon/,https://pypi.org/user/Kyle.Kelley/,https://pypi.org/user/llllllllll/,https://pypi.org/user/mrocklin/,https://pypi.org/user/ogrisel/,https://pypi.org/user/pierreglaser/,https://pypi.org/user/ssanderson/"
defusedxml,XML bomb protection for Python stdlib modules,https://pypi.org/project/defusedxml/,22149325,tiran,https://pypi.org/user/tiran/
platformdirs,"A small Python module for determining appropriate platform-specific dirs, e.g. a ""user data dir"".",https://pypi.org/project/platformdirs/,22188021,"gaborbernat,Julian,Ofekmeister,ronny","https://pypi.org/user/gaborbernat/,https://pypi.org/user/Julian/,https://pypi.org/user/Ofekmeister/,https://pypi.org/user/ronny/"
scikit-learn,A set of python modules for machine learning and data mining,https://pypi.org/project/scikit-learn/,22136454,"adrin,fpedregosa,GaelVaroquaux,glemaitre,jeremiedbb,jnothman,ogrisel,t3kcit,thomasjpfan,vene","https://pypi.org/user/adrin/,https://pypi.org/user/fpedregosa/,https://pypi.org/user/GaelVaroquaux/,https://pypi.org/user/glemaitre/,https://pypi.org/user/jeremiedbb/,https://pypi.org/user/jnothman/,https://pypi.org/user/ogrisel/,https://pypi.org/user/t3kcit/,https://pypi.org/user/thomasjpfan/,https://pypi.org/user/vene/"
google-auth-httplib2,Google Authentication Library: httplib2 transport,https://pypi.org/project/google-auth-httplib2/,21660329,"gcloudpypi,google_opensource,jonparrott","https://pypi.org/user/gcloudpypi/,https://pypi.org/user/google_opensource/,https://pypi.org/user/jonparrott/"
regex,"Alternative regular expression module, to replace re.",https://pypi.org/project/regex/,21358970,mrabarnett,https://pypi.org/user/mrabarnett/
pexpect,Pexpect allows easy control of interactive console applications.,https://pypi.org/project/pexpect/,21271600,"jquast,luyer,noah,Red_M,takowl","https://pypi.org/user/jquast/,https://pypi.org/user/luyer/,https://pypi.org/user/noah/,https://pypi.org/user/Red_M/,https://pypi.org/user/takowl/"
ipython,IPython: Productive Interactive Computing,https://pypi.org/project/ipython/,21255972,"bgranger,fperez,ivanov,mbussonn,minrk,takowl","https://pypi.org/user/bgranger/,https://pypi.org/user/fperez/,https://pypi.org/user/ivanov/,https://pypi.org/user/mbussonn/,https://pypi.org/user/minrk/,https://pypi.org/user/takowl/"
ptyprocess,Run a subprocess in a pseudo terminal,https://pypi.org/project/ptyprocess/,21032786,"luyer,Red_M,takowl","https://pypi.org/user/luyer/,https://pypi.org/user/Red_M/,https://pypi.org/user/takowl/"
lxml,Powerful and Pythonic XML processing library combining libxml2/libxslt with the ElementTree API.,https://pypi.org/project/lxml/,20736284,"faassen,scoder,zope.wineggbuilder","https://pypi.org/user/faassen/,https://pypi.org/user/scoder/,https://pypi.org/user/zope.wineggbuilder/"
networkx,Python package for creating and manipulating graphs and networks,https://pypi.org/project/networkx/,20273953,"dschult,hagberg,jarrodmillman","https://pypi.org/user/dschult/,https://pypi.org/user/hagberg/,https://pypi.org/user/jarrodmillman/"
virtualenv,Virtual Python Environment builder,https://pypi.org/project/virtualenv/,20081348,"brosner,carljm,gaborbernat,ianb,Ivoz,jezdez,pf_moore,qwcode","https://pypi.org/user/brosner/,https://pypi.org/user/carljm/,https://pypi.org/user/gaborbernat/,https://pypi.org/user/ianb/,https://pypi.org/user/Ivoz/,https://pypi.org/user/jezdez/,https://pypi.org/user/pf_moore/,https://pypi.org/user/qwcode/"
httplib2,A comprehensive HTTP client library.,https://pypi.org/project/httplib2/,19439257,"cdent,graffatcolmingov,httplib2.release,jcgregorio,Sergey.Shepelev","https://pypi.org/user/cdent/,https://pypi.org/user/graffatcolmingov/,https://pypi.org/user/httplib2.release/,https://pypi.org/user/jcgregorio/,https://pypi.org/user/Sergey.Shepelev/"
pyOpenSSL,Python wrapper module around the OpenSSL library,https://pypi.org/project/pyOpenSSL/,21009372,"alexgaynor,exarkun,hynek,reaperhulk","https://pypi.org/user/alexgaynor/,https://pypi.org/user/exarkun/,https://pypi.org/user/hynek/,https://pypi.org/user/reaperhulk/"
alembic,A database migration tool for SQLAlchemy.,https://pypi.org/project/alembic/,19980577,"CaselIT,zzzeek","https://pypi.org/user/CaselIT/,https://pypi.org/user/zzzeek/"
Cycler,Composable style cycles,https://pypi.org/project/Cycler/,22461058,"matthew.brett,mdboom2,QuLogic,Thomas.Caswell","https://pypi.org/user/matthew.brett/,https://pypi.org/user/mdboom2/,https://pypi.org/user/QuLogic/,https://pypi.org/user/Thomas.Caswell/"
Cython,The Cython compiler for writing C extensions for the Python language.,https://pypi.org/project/Cython/,20517756,"matthew.brett,robertwb,scoder","https://pypi.org/user/matthew.brett/,https://pypi.org/user/robertwb/,https://pypi.org/user/scoder/"
Mako,A super-fast templating language that borrows the  best ideas from the existing templating languages.,https://pypi.org/project/Mako/,22468058,"CaselIT,zzzeek","https://pypi.org/user/CaselIT/,https://pypi.org/user/zzzeek/"
proto-plus,"Beautiful, Pythonic protocol buffers.",https://pypi.org/project/proto-plus/,19213686,"google-actools-python,googleapis-packages,google_opensource,lukesneeringer","https://pypi.org/user/google-actools-python/,https://pypi.org/user/googleapis-packages/,https://pypi.org/user/google_opensource/,https://pypi.org/user/lukesneeringer/"
