name,description,url,downloads,owners,owners_urls
patch,Library to parse and apply unified diffs,https://pypi.org/project/patch/,1435220,techtonik,https://pypi.org/user/techtonik/
azure-mgmt-devtestlabs,Microsoft Azure DevTestLabs Management Client Library for Python,https://pypi.org/project/azure-mgmt-devtestlabs/,1451394,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
ConfigArgParse,A drop-in replacement for argparse that allows options to also be set via config files and/or environment variables.,https://pypi.org/project/ConfigArgParse/,1437221,bw2,https://pypi.org/user/bw2/
tensorflow-probability,Probabilistic modeling and statistical inference in TensorFlow,https://pypi.org/project/tensorflow-probability/,1403664,"google_opensource,tfp-team","https://pypi.org/user/google_opensource/,https://pypi.org/user/tfp-team/"
requests_ntlm,This package allows for HTTP NTLM authentication using the requests library.,https://pypi.org/project/requests_ntlm/,1433090,"graffatcolmingov,jborean93,Lukasa,mastahyeti,nitzmahone","https://pypi.org/user/graffatcolmingov/,https://pypi.org/user/jborean93/,https://pypi.org/user/Lukasa/,https://pypi.org/user/mastahyeti/,https://pypi.org/user/nitzmahone/"
azure-mgmt-cosmosdb,Microsoft Azure Cosmos DB Management Client Library for Python,https://pypi.org/project/azure-mgmt-cosmosdb/,1398712,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azure-mgmt-containerinstance,Microsoft Azure Container Instance Client Library for Python,https://pypi.org/project/azure-mgmt-containerinstance/,1400501,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azure-mgmt-containerservice,Microsoft Azure Container Service Management Client Library for Python,https://pypi.org/project/azure-mgmt-containerservice/,1397921,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
functools32,Backport of the functools module from Python 3.2.3 for use on 2.7 and PyPy.,https://pypi.org/project/functools32/,1397366,MiCHiLU,https://pypi.org/user/MiCHiLU/
netifaces,Portable network interface information.,https://pypi.org/project/netifaces/,1396281,"alastair,opalmer","https://pypi.org/user/alastair/,https://pypi.org/user/opalmer/"
deep-translator,No project description provided,https://pypi.org/project/deep-translator/,1397318,nidhaloff,https://pypi.org/user/nidhaloff/
geopandas,Geographic pandas extensions,https://pypi.org/project/geopandas/,1387845,"jorisvandenbossche,kjordahl","https://pypi.org/user/jorisvandenbossche/,https://pypi.org/user/kjordahl/"
azure-mgmt-cognitiveservices,Microsoft Azure Cognitive Services Management Client Library for Python,https://pypi.org/project/azure-mgmt-cognitiveservices/,1395460,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azureml-pipeline-core,"Contains core functionality for Azure Machine Learning pipelines, which are configurable machine learning workflows.",https://pypi.org/project/azureml-pipeline-core/,1396840,amlpypi,https://pypi.org/user/amlpypi/
pydub,Manipulate audio with an simple and easy high level interface,https://pypi.org/project/pydub/,1386687,jiaaro,https://pypi.org/user/jiaaro/
pytest-html,pytest plugin for generating HTML reports,https://pypi.org/project/pytest-html/,1370599,"BeyondEvil,davehunt,pytest-dev,ssbarnea","https://pypi.org/user/BeyondEvil/,https://pypi.org/user/davehunt/,https://pypi.org/user/pytest-dev/,https://pypi.org/user/ssbarnea/"
fire,A library for automatically generating command line interfaces.,https://pypi.org/project/fire/,1362288,dbieber,https://pypi.org/user/dbieber/
azureml-train-core,Provides estimators for training models.,https://pypi.org/project/azureml-train-core/,1394511,amlpypi,https://pypi.org/user/amlpypi/
django-storages,Support for many storage backends in Django,https://pypi.org/project/django-storages/,1364997,jschneier,https://pypi.org/user/jschneier/
yq,Command-line YAML/XML processor - jq wrapper for YAML/XML documents,https://pypi.org/project/yq/,1358950,"abesto,kislyuk","https://pypi.org/user/abesto/,https://pypi.org/user/kislyuk/"
azure-mgmt-loganalytics,Microsoft Azure Log Analytics Management Client Library for Python,https://pypi.org/project/azure-mgmt-loganalytics/,1384058,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azureml-train-restclients-hyperdrive,Contains classes needed to create HyperDriveRuns with azureml-train-core.,https://pypi.org/project/azureml-train-restclients-hyperdrive/,1379553,amlpypi,https://pypi.org/user/amlpypi/
azure-storage-file,Microsoft Azure Storage File Client Library for Python,https://pypi.org/project/azure-storage-file/,1358496,"azure-sdk,microsoft,xclientdev","https://pypi.org/user/azure-sdk/,https://pypi.org/user/microsoft/,https://pypi.org/user/xclientdev/"
azure-mgmt-servicebus,Microsoft Azure Service Bus Management Client Library for Python,https://pypi.org/project/azure-mgmt-servicebus/,1357076,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
pycurl,PycURL -- A Python Interface To The cURL library,https://pypi.org/project/pycurl/,1349919,"kjetilja,mfx,olegp","https://pypi.org/user/kjetilja/,https://pypi.org/user/mfx/,https://pypi.org/user/olegp/"
pytimeparse,Time expression parser,https://pypi.org/project/pytimeparse/,1347675,Will.Roberts,https://pypi.org/user/Will.Roberts/
mlxtend,Machine Learning Library Extensions,https://pypi.org/project/mlxtend/,1341323,rasbt,https://pypi.org/user/rasbt/
constantly,Symbolic constants in Python,https://pypi.org/project/constantly/,1338653,"glyph,hawkowl,mithrandi","https://pypi.org/user/glyph/,https://pypi.org/user/hawkowl/,https://pypi.org/user/mithrandi/"
azure-mgmt-marketplaceordering,Microsoft Azure Market Place Ordering Client Library for Python,https://pypi.org/project/azure-mgmt-marketplaceordering/,1349128,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
Automat,Self-service finite-state machines for the programmer on the go.,https://pypi.org/project/Automat/,1357911,"glyph,markrwilliams","https://pypi.org/user/glyph/,https://pypi.org/user/markrwilliams/"
pyaes,Pure-Python Implementation of the AES block-cipher and common modes of operation,https://pypi.org/project/pyaes/,1336833,ricmoo,https://pypi.org/user/ricmoo/
azure-mgmt-search,Microsoft Azure Search Management Client Library for Python,https://pypi.org/project/azure-mgmt-search/,1334575,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
Flask-Breadcrumbs,Flask-Breadcrumbs adds support for generating site breadcrumb navigation.,https://pypi.org/project/Flask-Breadcrumbs/,1350033,"inveniosoftware,jirikuncar,lnielsen,tiborsimko","https://pypi.org/user/inveniosoftware/,https://pypi.org/user/jirikuncar/,https://pypi.org/user/lnielsen/,https://pypi.org/user/tiborsimko/"
Flask-Bootstrap4,"An extension that includes Bootstrap in your project, without any boilerplate code.",https://pypi.org/project/Flask-Bootstrap4/,1350583,joeblackwaslike,https://pypi.org/user/joeblackwaslike/
yapf,A formatter for Python code.,https://pypi.org/project/yapf/,1332952,"di,eliben,gwelymernans","https://pypi.org/user/di/,https://pypi.org/user/eliben/,https://pypi.org/user/gwelymernans/"
azure-mgmt-applicationinsights,Microsoft Azure Application Insights Management Client Library for Python,https://pypi.org/project/azure-mgmt-applicationinsights/,1329109,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
uWSGI,The uWSGI server,https://pypi.org/project/uWSGI/,1339469,"anthon,unbit","https://pypi.org/user/anthon/,https://pypi.org/user/unbit/"
expiringdict,Dictionary with auto-expiring values for caching purposes,https://pypi.org/project/expiringdict/,1328811,"horkhe,mailgun","https://pypi.org/user/horkhe/,https://pypi.org/user/mailgun/"
azure-keyvault-certificates,Microsoft Azure Key Vault Certificates Client Library for Python,https://pypi.org/project/azure-keyvault-certificates/,1383288,"azure-sdk,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/microsoft/"
azure-cli-nspkg,Microsoft Azure CLI Namespace Package,https://pypi.org/project/azure-cli-nspkg/,1327397,"azpycli,microsoft","https://pypi.org/user/azpycli/,https://pypi.org/user/microsoft/"
azure-mgmt-eventhub,Microsoft Azure EventHub Management Client Library for Python,https://pypi.org/project/azure-mgmt-eventhub/,1326119,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azure-mgmt-eventgrid,Microsoft Azure EventGrid Management Client Library for Python,https://pypi.org/project/azure-mgmt-eventgrid/,1324468,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
netCDF4,Provides an object-oriented python interface to the netCDF version 4 library.,https://pypi.org/project/netCDF4/,1329099,"jswhit,matthew.brett","https://pypi.org/user/jswhit/,https://pypi.org/user/matthew.brett/"
azure-mgmt-msi,Microsoft Azure MSI Management Client Library for Python,https://pypi.org/project/azure-mgmt-msi/,1322330,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azure-mgmt-recoveryservicesbackup,Microsoft Azure Recoveryservicesbackup Management Client Library for Python,https://pypi.org/project/azure-mgmt-recoveryservicesbackup/,1312190,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
w3lib,Library of web-related functions,https://pypi.org/project/w3lib/,1307580,"dangra,kmike,pablohoffman,scrapy","https://pypi.org/user/dangra/,https://pypi.org/user/kmike/,https://pypi.org/user/pablohoffman/,https://pypi.org/user/scrapy/"
cassandra-driver,DataStax Driver for Apache Cassandra,https://pypi.org/project/cassandra-driver/,1318048,"absurdfarce,ds-pypi-svc,jeffdinotodatastax","https://pypi.org/user/absurdfarce/,https://pypi.org/user/ds-pypi-svc/,https://pypi.org/user/jeffdinotodatastax/"
azure-mgmt-advisor,Microsoft Azure Advisor Client Library for Python,https://pypi.org/project/azure-mgmt-advisor/,1297929,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azure-mgmt-media,Microsoft Azure Media Services Client Library for Python,https://pypi.org/project/azure-mgmt-media/,1306278,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
avro,Avro is a serialization and RPC framework.,https://pypi.org/project/avro/,1294828,"Doug.Cutting,Fokko,hammer,iemejia,rdblue,RyanSkraba,suraj.acharya,tomwhite","https://pypi.org/user/Doug.Cutting/,https://pypi.org/user/Fokko/,https://pypi.org/user/hammer/,https://pypi.org/user/iemejia/,https://pypi.org/user/rdblue/,https://pypi.org/user/RyanSkraba/,https://pypi.org/user/suraj.acharya/,https://pypi.org/user/tomwhite/"
thrift-sasl,Thrift SASL Python module that implements SASL transports for Thrift (`TSaslClientTransport`).,https://pypi.org/project/thrift-sasl/,1292974,"attilaj,bartash,dknupp,gregrahn,laserson,mister.wardrop,wenzhe.zhou23,wesm","https://pypi.org/user/attilaj/,https://pypi.org/user/bartash/,https://pypi.org/user/dknupp/,https://pypi.org/user/gregrahn/,https://pypi.org/user/laserson/,https://pypi.org/user/mister.wardrop/,https://pypi.org/user/wenzhe.zhou23/,https://pypi.org/user/wesm/"
bottle,Fast and simple WSGI-framework for small web-applications.,https://pypi.org/project/bottle/,1298961,defnull,https://pypi.org/user/defnull/
kfac,K-FAC for TensorFlow,https://pypi.org/project/kfac/,1296808,google_opensource,https://pypi.org/user/google_opensource/
TgCrypto,Fast Telegram Crypto Library for Python,https://pypi.org/project/TgCrypto/,1310471,delivrance,https://pypi.org/user/delivrance/
azure-mgmt-servicefabric,Microsoft Azure Service Fabric Management Client Library for Python,https://pypi.org/project/azure-mgmt-servicefabric/,1303649,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azureml-train-automl-client,Used for automatically finding the best machine learning model and its parameters.,https://pypi.org/project/azureml-train-automl-client/,1293222,amlpypi,https://pypi.org/user/amlpypi/
pycpfcnpj,Python module for brazilian register numbers for persons (CPF) and companies (CNPJ).,https://pypi.org/project/pycpfcnpj/,1319526,matheuscas,https://pypi.org/user/matheuscas/
pybind11,Seamless operability between C++11 and Python,https://pypi.org/project/pybind11/,1291522,wjakob,https://pypi.org/user/wjakob/
python-snappy,Python library for the snappy compression library from Google,https://pypi.org/project/python-snappy/,1291006,"andrix,mdurant","https://pypi.org/user/andrix/,https://pypi.org/user/mdurant/"
azure-mgmt-reservations,Microsoft Azure Reservations Client Library for Python,https://pypi.org/project/azure-mgmt-reservations/,1292358,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azure-mgmt-iothubprovisioningservices,Microsoft Azure IoTHub Provisioning Services Client Library for Python,https://pypi.org/project/azure-mgmt-iothubprovisioningservices/,1291473,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
jellyfish,a library for doing approximate and phonetic matching of strings.,https://pypi.org/project/jellyfish/,1290292,jamesturk,https://pypi.org/user/jamesturk/
azureml-automl-core,Contains the non-ML non-Azure specific common code associated with running AutoML.,https://pypi.org/project/azureml-automl-core/,1285655,amlpypi,https://pypi.org/user/amlpypi/
azure-mgmt-consumption,Microsoft Azure Consumption Client Library for Python,https://pypi.org/project/azure-mgmt-consumption/,1281455,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azureml-pipeline-steps,Aeva : represents a unit of computation in azureml-pipeline,https://pypi.org/project/azureml-pipeline-steps/,1289315,amlpypi,https://pypi.org/user/amlpypi/
azure-mgmt-billing,Microsoft Azure Billing Client Library for Python,https://pypi.org/project/azure-mgmt-billing/,1302952,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
scapy,Scapy: interactive packet manipulation tool,https://pypi.org/project/scapy/,1280228,"guedou,phil,p-l","https://pypi.org/user/guedou/,https://pypi.org/user/phil/,https://pypi.org/user/p-l/"
azure-mgmt-batchai,Microsoft Azure Batch AI Management Client Library for Python,https://pypi.org/project/azure-mgmt-batchai/,1288043,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azure-mgmt-recoveryservices,Microsoft Azure Recovery Services Client Library for Python,https://pypi.org/project/azure-mgmt-recoveryservices/,1306442,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
backports.ssl_match_hostname,The ssl.match_hostname() function from Python 3.5,https://pypi.org/project/backports.ssl_match_hostname/,1292482,"badger,brandonrhodes","https://pypi.org/user/badger/,https://pypi.org/user/brandonrhodes/"
azure-mgmt-relay,Microsoft Azure Relay Client Library for Python,https://pypi.org/project/azure-mgmt-relay/,1276702,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
tinycss2,tinycss2,https://pypi.org/project/tinycss2/,1276026,"gentooboontoo,liZe,SimonSapin","https://pypi.org/user/gentooboontoo/,https://pypi.org/user/liZe/,https://pypi.org/user/SimonSapin/"
click-didyoumean,Enables git-like *did-you-mean* feature in click,https://pypi.org/project/click-didyoumean/,1274133,tuxtimo,https://pypi.org/user/tuxtimo/
prison,Rison encoder/decoder,https://pypi.org/project/prison/,1267439,roberto,https://pypi.org/user/roberto/
azure-mgmt-managementgroups,Microsoft Azure Management Groups Client Library for Python,https://pypi.org/project/azure-mgmt-managementgroups/,1270612,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azure-mgmt-policyinsights,Microsoft Azure Policy Insights Client Library for Python,https://pypi.org/project/azure-mgmt-policyinsights/,1262514,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azure-loganalytics,Microsoft Azure Log Analytics Client Library for Python,https://pypi.org/project/azure-loganalytics/,1259764,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
onnx,Open Neural Network Exchange,https://pypi.org/project/onnx/,1256062,onnx,https://pypi.org/user/onnx/
pytest-django,A Django plugin for pytest.,https://pypi.org/project/pytest-django/,1252913,"andreaspelme,bluetech,blueyed,nicoddemus","https://pypi.org/user/andreaspelme/,https://pypi.org/user/bluetech/,https://pypi.org/user/blueyed/,https://pypi.org/user/nicoddemus/"
pathy,pathlib.Path subclasses for local and cloud bucket storage,https://pypi.org/project/pathy/,1259273,justindujardin,https://pypi.org/user/justindujardin/
cliff,Command Line Interface Formulation Framework,https://pypi.org/project/cliff/,1257275,"doughellmann,openstackci","https://pypi.org/user/doughellmann/,https://pypi.org/user/openstackci/"
cmd2,cmd2 - quickly build feature-rich and user-friendly interactive command line applications in Python,https://pypi.org/project/cmd2/,1250690,"anselor,catherinedevlin,FedericoCeratto,kmvanbrunt,kotfu,tleonhardt","https://pypi.org/user/anselor/,https://pypi.org/user/catherinedevlin/,https://pypi.org/user/FedericoCeratto/,https://pypi.org/user/kmvanbrunt/,https://pypi.org/user/kotfu/,https://pypi.org/user/tleonhardt/"
voluptuous,No project description provided,https://pypi.org/project/voluptuous/,1255821,"alecthomas,spacegaier,tusharmakkar08","https://pypi.org/user/alecthomas/,https://pypi.org/user/spacegaier/,https://pypi.org/user/tusharmakkar08/"
googleads,Google Ads Python Client Library,https://pypi.org/project/googleads/,1270042,"GoogleAdsDevRel,google_opensource","https://pypi.org/user/GoogleAdsDevRel/,https://pypi.org/user/google_opensource/"
strict-rfc3339,"Strict, simple, lightweight RFC3339 functions",https://pypi.org/project/strict-rfc3339/,1253957,danielrichman,https://pypi.org/user/danielrichman/
python-gitlab,Interact with GitLab API,https://pypi.org/project/python-gitlab/,1248631,"bufferoverflow,gpocentek,max-wittig,python-gitlab-deploy","https://pypi.org/user/bufferoverflow/,https://pypi.org/user/gpocentek/,https://pypi.org/user/max-wittig/,https://pypi.org/user/python-gitlab-deploy/"
service-identity,Service identity verification for pyOpenSSL & cryptography.,https://pypi.org/project/service-identity/,1252217,hynek,https://pypi.org/user/hynek/
azure-mgmt-signalr,Microsoft Azure SignalR Client Library for Python,https://pypi.org/project/azure-mgmt-signalr/,1248299,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
coreapi,Python client library for Core API.,https://pypi.org/project/coreapi/,1238332,tomchristie,https://pypi.org/user/tomchristie/
itypes,Simple immutable types for python.,https://pypi.org/project/itypes/,1234216,"PavanTatikonda,tomchristie","https://pypi.org/user/PavanTatikonda/,https://pypi.org/user/tomchristie/"
azure-mgmt-datamigration,Microsoft Azure Data Migration Client Library for Python,https://pypi.org/project/azure-mgmt-datamigration/,1249343,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
azure-mgmt-iotcentral,Microsoft Azure IoTCentral Management Client Library for Python,https://pypi.org/project/azure-mgmt-iotcentral/,1249285,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
spacy-legacy,Legacy registered functions for spaCy backwards compatibility,https://pypi.org/project/spacy-legacy/,1229419,"explosion,inesmontani","https://pypi.org/user/explosion/,https://pypi.org/user/inesmontani/"
Flask-Plugins,Create plugins for your Flask application,https://pypi.org/project/Flask-Plugins/,1258598,sh4nks,https://pypi.org/user/sh4nks/
cmdstanpy,Python interface to CmdStan,https://pypi.org/project/cmdstanpy/,1228487,"ahartikainen,CmdStanPy,snick","https://pypi.org/user/ahartikainen/,https://pypi.org/user/CmdStanPy/,https://pypi.org/user/snick/"
databricks-api,Databricks API client auto-generated from the official databricks-cli package,https://pypi.org/project/databricks-api/,1248117,crflynn,https://pypi.org/user/crflynn/
azureml-pipeline,"Used to build, optimize, and manage their machine learning workflows.",https://pypi.org/project/azureml-pipeline/,1238082,amlpypi,https://pypi.org/user/amlpypi/
xxhash,Python binding for xxHash,https://pypi.org/project/xxhash/,1230669,ifduyue,https://pypi.org/user/ifduyue/
azure-mgmt-maps,Microsoft Azure Maps Client Library for Python,https://pypi.org/project/azure-mgmt-maps/,1251397,"azure-sdk,Laurent.Mazuel,microsoft","https://pypi.org/user/azure-sdk/,https://pypi.org/user/Laurent.Mazuel/,https://pypi.org/user/microsoft/"
pynndescent,Nearest Neighbor Descent,https://pypi.org/project/pynndescent/,1227223,lmcinnes,https://pypi.org/user/lmcinnes/
click-repl,REPL plugin for Click,https://pypi.org/project/click-repl/,1226744,"geier,untitaker","https://pypi.org/user/geier/,https://pypi.org/user/untitaker/"
coreschema,Core Schema.,https://pypi.org/project/coreschema/,1223667,tomchristie,https://pypi.org/user/tomchristie/
pkgconfig,Interface Python with pkg-config,https://pypi.org/project/pkgconfig/,1213245,Matthias.Vogelgesang,https://pypi.org/user/Matthias.Vogelgesang/
pathtools,File system general utilities,https://pypi.org/project/pathtools/,1209383,gorakhargosh,https://pypi.org/user/gorakhargosh/
cssselect2,cssselect2,https://pypi.org/project/cssselect2/,1204589,"gentooboontoo,liZe,SimonSapin","https://pypi.org/user/gentooboontoo/,https://pypi.org/user/liZe/,https://pypi.org/user/SimonSapin/"
Flask-RESTful,Simple framework for creating REST APIs,https://pypi.org/project/Flask-RESTful/,1227279,"dougblack,epanastasi,joshfriend,kevinburke,Kyle.Conroy,skimbrel,Svenstaro,twilio","https://pypi.org/user/dougblack/,https://pypi.org/user/epanastasi/,https://pypi.org/user/joshfriend/,https://pypi.org/user/kevinburke/,https://pypi.org/user/Kyle.Conroy/,https://pypi.org/user/skimbrel/,https://pypi.org/user/Svenstaro/,https://pypi.org/user/twilio/"
unittest-xml-reporting,unittest-based test runner with Ant/JUnit like XML reporting.,https://pypi.org/project/unittest-xml-reporting/,1193661,"dfmartins,dnozay.github.com","https://pypi.org/user/dfmartins/,https://pypi.org/user/dnozay.github.com/"
umap-learn,Uniform Manifold Approximation and Projection,https://pypi.org/project/umap-learn/,1201731,lmcinnes,https://pypi.org/user/lmcinnes/
azureml-sdk,Used to build and run machine learning workflows upon the     Azure Machine Learning service.,https://pypi.org/project/azureml-sdk/,1191737,amlpypi,https://pypi.org/user/amlpypi/
cairocffi,cffi-based cairo bindings for Python,https://pypi.org/project/cairocffi/,1165692,"gentooboontoo,liZe,SimonSapin","https://pypi.org/user/gentooboontoo/,https://pypi.org/user/liZe/,https://pypi.org/user/SimonSapin/"
appnope,Disable App Nap on macOS >= 10.9,https://pypi.org/project/appnope/,1160542,minrk,https://pypi.org/user/minrk/
google-apitools,client libraries for humans,https://pypi.org/project/google-apitools/,1163732,"Craig.Citro,google_opensource","https://pypi.org/user/Craig.Citro/,https://pypi.org/user/google_opensource/"
inflect,"Correctly generate plurals, singular nouns, ordinals, indefinite articles; convert numbers to words",https://pypi.org/project/inflect/,1160196,"agronholm,jaraco,pwdyson","https://pypi.org/user/agronholm/,https://pypi.org/user/jaraco/,https://pypi.org/user/pwdyson/"
sagemaker,Open source library for training and deploying models on Amazon SageMaker.,https://pypi.org/project/sagemaker/,1157323,awsml,https://pypi.org/user/awsml/
hyperopt,Distributed Asynchronous Hyperparameter Optimization,https://pypi.org/project/hyperopt/,1160333,"JamesBergstra,maxpumperla","https://pypi.org/user/JamesBergstra/,https://pypi.org/user/maxpumperla/"
spark-nlp,"John Snow Labs Spark NLP is a natural language processing library built on top of Apache Spark ML. It provides simple, performant & accurate NLP annotations for machine learning pipelines, that scale easily in a distributed environment.",https://pypi.org/project/spark-nlp/,1159534,johnsnowlabs,https://pypi.org/user/johnsnowlabs/
msgpack-python,MessagePack (de)serializer.,https://pypi.org/project/msgpack-python/,1153528,naoki,https://pypi.org/user/naoki/
google,Python bindings to the Google search engine.,https://pypi.org/project/google/,1151173,mvilas,https://pypi.org/user/mvilas/
google-cloud-spanner,Cloud Spanner API client library,https://pypi.org/project/google-cloud-spanner/,1152803,"gcloudpypi,google_opensource","https://pypi.org/user/gcloudpypi/,https://pypi.org/user/google_opensource/"
graphene,GraphQL Framework for Python,https://pypi.org/project/graphene/,1147451,"jkimbo,mvanlonden,syrusakbary","https://pypi.org/user/jkimbo/,https://pypi.org/user/mvanlonden/,https://pypi.org/user/syrusakbary/"
bitarray,efficient arrays of booleans -- C extension,https://pypi.org/project/bitarray/,1141583,ilanschnell,https://pypi.org/user/ilanschnell/
cloudscraper,A Python module to bypass Cloudflare's anti-bot page.,https://pypi.org/project/cloudscraper/,1152843,VeNoMouS,https://pypi.org/user/VeNoMouS/
pyxdg,PyXDG contains implementations of freedesktop.org standards in python.,https://pypi.org/project/pyxdg/,1154739,"knutwalker,takowl","https://pypi.org/user/knutwalker/,https://pypi.org/user/takowl/"
webrtcvad-wheels,Python interface to the Google WebRTC Voice Activity Detector (VAD) [released with binary wheels!],https://pypi.org/project/webrtcvad-wheels/,1149512,daanzu,https://pypi.org/user/daanzu/
Flask-OpenID,OpenID support for Flask,https://pypi.org/project/Flask-OpenID/,1135890,"mitsuhiko,potiuk,puiterwijk,puiterwijk.id.fedoraproject.org","https://pypi.org/user/mitsuhiko/,https://pypi.org/user/potiuk/,https://pypi.org/user/puiterwijk/,https://pypi.org/user/puiterwijk.id.fedoraproject.org/"
binaryornot,Ultra-lightweight pure Python package to check if a file is binary or text.,https://pypi.org/project/binaryornot/,1135195,"audreyr,pydanny","https://pypi.org/user/audreyr/,https://pypi.org/user/pydanny/"
django-debug-toolbar,A configurable set of panels that display various debug information about the current request/response.,https://pypi.org/project/django-debug-toolbar/,1136717,"aaugustin,CodenameTim,dcramer,jazzband,jezdez,matthiask,robhudson","https://pypi.org/user/aaugustin/,https://pypi.org/user/CodenameTim/,https://pypi.org/user/dcramer/,https://pypi.org/user/jazzband/,https://pypi.org/user/jezdez/,https://pypi.org/user/matthiask/,https://pypi.org/user/robhudson/"
graphql-relay,Relay library for graphql-core,https://pypi.org/project/graphql-relay/,1128288,"mvanlonden,syrusakbary","https://pypi.org/user/mvanlonden/,https://pypi.org/user/syrusakbary/"
LunarCalendar,"A lunar calendar converter, including a number of lunar and solar holidays, mainly from China.",https://pypi.org/project/LunarCalendar/,1135527,wolfhong,https://pypi.org/user/wolfhong/
